person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
male,High School,7,RENT,VENTURE,10.59,0.04,525,Yes,25,210705,9000,3,0
male,High School,3,MORTGAGE,DEBTCONSOLIDATION,14.27,0.04,616,Yes,25,209997,8800,3,0
female,Master,3,RENT,DEBTCONSOLIDATION,12.53,0.06,675,No,26,209873,12000,4,0
female,Associate,1,MORTGAGE,DEBTCONSOLIDATION,16.0,0.13,662,No,25,195268,25000,3,1
male,Master,2,MORTGAGE,VENTURE,11.71,0.05,585,Yes,26,209393,10000,4,0
male,Master,0,OWN,HOMEIMPROVEMENT,11.54,0.17,686,No,21,18773,3175,3,1
female,Bachelor,2,RENT,HOMEIMPROVEMENT,15.68,0.21,595,No,25,116439,25000,4,1
female,Associate,2,MORTGAGE,EDUCATION,10.59,0.08,537,Yes,21,19169,1500,2,0
female,High School,0,RENT,HOMEIMPROVEMENT,12.61,0.21,625,No,24,118417,25000,2,1
female,High School,0,RENT,PERSONAL,11.01,0.19,641,Yes,26,133476,25000,2,0
female,Associate,4,MORTGAGE,PERSONAL,8.49,0.14,661,No,23,19312,2800,3,1
male,High School,1,RENT,PERSONAL,17.27,0.16,577,No,25,192351,30000,4,1
male,Bachelor,4,RENT,DEBTCONSOLIDATION,8.9,0.09,537,Yes,24,206648,18000,4,0
female,High School,6,MORTGAGE,MEDICAL,11.11,0.05,646,Yes,25,205046,10000,4,0
male,High School,1,RENT,HOMEIMPROVEMENT,14.59,0.13,653,No,24,190735,25000,2,1
female,Associate,3,RENT,VENTURE,12.42,0.06,654,No,26,204872,13000,3,0
male,Associate,0,RENT,MEDICAL,11.01,0.25,635,No,24,100758,25000,2,1
female,Master,3,RENT,HOMEIMPROVEMENT,15.7,0.19,675,Yes,24,133231,25000,2,0
female,Master,0,OWN,HOMEIMPROVEMENT,12.53,0.13,618,No,22,18923,2500,3,1
female,Master,0,RENT,MEDICAL,16.49,0.03,609,No,25,161894,5000,2,1
female,Bachelor,0,MORTGAGE,EDUCATION,7.49,0.1,545,Yes,25,205144,20000,2,0
female,High School,2,RENT,DEBTCONSOLIDATION,14.96,0.21,629,No,22,121617,25000,2,1
male,Associate,6,RENT,MEDICAL,12.73,0.18,539,No,25,136206,25000,4,0
male,Master,4,RENT,EDUCATION,10.65,0.17,593,Yes,24,144915,25000,4,0
female,High School,3,RENT,MEDICAL,10.74,0.17,683,No,25,145233,25000,2,0
male,Bachelor,1,RENT,EDUCATION,9.99,0.17,670,Yes,23,145002,25000,2,0
male,Master,0,RENT,MEDICAL,15.33,0.23,662,No,24,110953,25000,2,1
female,High School,2,OWN,VENTURE,7.29,0.05,681,Yes,21,19414,1000,4,0
male,High School,1,RENT,PERSONAL,15.05,0.19,636,No,26,130096,25000,3,1
male,Master,0,RENT,PERSONAL,10.75,0.16,677,Yes,26,157292,25000,3,0
female,Bachelor,3,RENT,EDUCATION,16.02,0.16,656,Yes,23,156995,25000,2,0
female,Associate,0,RENT,VENTURE,11.49,0.16,674,Yes,23,156952,25000,4,0
female,Associate,6,OWN,EDUCATION,12.53,0.1,587,No,25,205005,20000,4,0
female,Bachelor,2,MORTGAGE,VENTURE,13.57,0.06,658,No,26,205060,12000,2,0
male,High School,4,RENT,PERSONAL,11.14,0.07,581,Yes,22,203782,14000,3,0
male,High School,3,RENT,MEDICAL,12.87,0.12,606,Yes,26,203368,24250,3,0
female,Associate,0,RENT,EDUCATION,11.58,0.1,648,No,23,203403,20000,3,0
female,Associate,3,RENT,HOMEIMPROVEMENT,11.12,0.01,563,Yes,24,202715,1800,3,0
female,Master,1,MORTGAGE,PERSONAL,10.65,0.17,589,Yes,25,202525,35000,2,0
male,Associate,1,RENT,DEBTCONSOLIDATION,10.37,0.15,641,No,24,161487,25000,2,0
male,Associate,3,OWN,HOMEIMPROVEMENT,6.39,0.17,637,No,24,19677,3300,4,1
male,High School,2,RENT,PERSONAL,16.07,0.15,578,Yes,24,161952,25000,3,0
female,Bachelor,0,RENT,MEDICAL,10.62,0.15,660,Yes,25,161560,25000,2,0
male,High School,3,OWN,VENTURE,18.09,0.16,586,No,25,19423,3200,2,1
male,Associate,5,RENT,EDUCATION,11.36,0.15,567,Yes,25,163134,25000,4,0
female,Bachelor,5,RENT,DEBTCONSOLIDATION,12.53,0.15,582,Yes,26,163683,25000,4,0
female,Bachelor,3,RENT,EDUCATION,9.99,0.14,712,Yes,25,174972,25000,4,0
male,High School,4,RENT,EDUCATION,10.36,0.14,674,No,23,181016,25000,3,0
female,Master,0,MORTGAGE,EDUCATION,5.99,0.05,532,Yes,23,198920,9600,3,0
female,Master,1,MORTGAGE,DEBTCONSOLIDATION,15.62,0.13,670,No,22,184800,24000,2,1
male,Master,6,MORTGAGE,PERSONAL,10.37,0.1,658,No,24,198862,20000,4,0
male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,19.74,0.13,669,No,25,199407,25000,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,6.91,0.1,681,Yes,21,198803,20000,4,0
male,Associate,3,OWN,MEDICAL,7.9,0.3,618,No,23,20044,6000,2,1
female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,13.06,0.11,573,Yes,23,20401,2275,4,0
female,High School,0,OWN,PERSONAL,6.39,0.1,491,Yes,23,19859,2000,3,0
male,Master,2,RENT,DEBTCONSOLIDATION,14.93,0.14,590,No,23,178660,25000,3,1
female,High School,0,MORTGAGE,MEDICAL,12.84,0.27,587,No,23,20421,5600,4,1
male,Master,2,OWN,VENTURE,17.14,0.18,648,No,24,20353,3625,2,1
male,Master,0,MORTGAGE,VENTURE,7.14,0.27,687,No,22,20297,5500,3,1
male,Bachelor,0,RENT,PERSONAL,8.9,0.12,621,No,25,210932,25000,2,0
female,High School,0,OWN,PERSONAL,12.42,0.1,590,Yes,22,20405,2000,3,0
male,Associate,0,RENT,HOMEIMPROVEMENT,12.68,0.11,676,Yes,24,223194,25000,2,0
female,Associate,0,RENT,PERSONAL,11.03,0.13,677,Yes,25,195560,25000,2,0
male,Bachelor,6,RENT,VENTURE,7.9,0.15,651,Yes,26,194140,30000,4,0
male,High School,0,MORTGAGE,MEDICAL,10.65,0.18,602,Yes,22,193337,35000,4,0
male,High School,2,RENT,VENTURE,11.86,0.09,652,No,25,270992,25000,4,0
male,Associate,5,OWN,PERSONAL,8.94,0.25,572,No,25,20221,5000,4,1
male,Bachelor,0,OWN,VENTURE,9.63,0.21,528,No,23,20678,4375,4,1
female,High School,3,RENT,PERSONAL,14.22,0.41,638,No,25,60742,24750,3,1
female,High School,2,RENT,DEBTCONSOLIDATION,9.33,0.34,655,No,23,72805,24750,3,1
male,Master,3,RENT,MEDICAL,13.85,0.24,627,Yes,24,102011,24500,4,0
male,High School,0,MORTGAGE,EDUCATION,10.65,0.1,596,No,22,20896,2000,2,0
female,Bachelor,0,RENT,MEDICAL,11.46,0.22,694,No,24,111283,24500,4,0
female,Associate,0,MORTGAGE,PERSONAL,7.66,0.18,684,Yes,23,192873,35000,2,0
female,Bachelor,0,MORTGAGE,VENTURE,16.77,0.06,547,No,24,193174,12000,4,0
female,Bachelor,0,MORTGAGE,PERSONAL,9.63,0.06,586,Yes,25,193249,12000,4,0
female,Bachelor,5,RENT,PERSONAL,12.23,0.13,694,No,26,192954,25000,4,0
male,Master,2,MORTGAGE,MEDICAL,14.09,0.07,639,No,25,152227,10000,4,1
female,Bachelor,0,RENT,PERSONAL,13.98,0.37,663,No,25,65399,24250,4,1
female,High School,4,RENT,EDUCATION,10.62,0.32,528,No,23,75928,24250,4,1
male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.18,636,No,24,21627,3900,3,1
male,High School,3,RENT,PERSONAL,17.56,0.29,603,No,25,83235,24250,4,1
male,High School,3,RENT,MEDICAL,14.96,0.36,507,No,26,68297,24250,2,1
male,Master,3,RENT,DEBTCONSOLIDATION,15.65,0.27,692,No,22,89977,24250,2,1
female,Associate,2,RENT,MEDICAL,15.7,0.3,604,No,24,79510,24250,2,1
female,Bachelor,5,RENT,VENTURE,12.53,0.22,622,No,24,109050,24250,3,0
female,Bachelor,2,RENT,HOMEIMPROVEMENT,17.56,0.26,643,No,26,94635,24250,3,1
male,High School,0,RENT,PERSONAL,12.87,0.2,565,No,23,120966,24250,2,0
male,Master,0,RENT,PERSONAL,15.7,0.19,718,Yes,23,124437,24250,2,0
male,Bachelor,3,MORTGAGE,EDUCATION,11.01,0.05,625,Yes,25,193147,9000,3,0
male,Bachelor,0,OWN,VENTURE,11.14,0.08,614,Yes,25,192914,15000,4,0
female,Bachelor,2,MORTGAGE,VENTURE,16.0,0.1,690,Yes,24,192806,20000,3,0
male,High School,0,MORTGAGE,EDUCATION,15.65,0.13,564,Yes,23,193097,25000,2,0
female,Associate,5,MORTGAGE,DEBTCONSOLIDATION,11.01,0.07,579,Yes,26,193082,13750,4,0
female,High School,1,MORTGAGE,VENTURE,15.31,0.08,648,No,21,192841,15250,4,0
male,Master,3,MORTGAGE,VENTURE,13.47,0.1,531,Yes,25,193300,20000,2,0
male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,13.85,0.22,658,No,22,21205,4750,2,1
female,Bachelor,3,RENT,PERSONAL,11.01,0.18,574,No,25,135292,24250,3,0
male,High School,2,MORTGAGE,VENTURE,10.39,0.28,671,No,21,21363,6000,4,1
male,High School,7,RENT,HOMEIMPROVEMENT,11.36,0.17,633,No,25,139035,24250,2,0
male,High School,0,RENT,EDUCATION,11.83,0.14,631,Yes,23,173511,24250,3,0
male,Associate,0,RENT,EDUCATION,12.53,0.07,652,Yes,23,345520,24250,3,0
female,Bachelor,3,RENT,HOMEIMPROVEMENT,14.96,0.18,683,No,22,130762,24150,3,1
female,Bachelor,0,RENT,DEBTCONSOLIDATION,13.85,0.46,693,No,22,52596,24000,3,1
female,Bachelor,2,RENT,VENTURE,11.58,0.42,603,No,23,57326,24000,4,1
female,High School,1,RENT,VENTURE,16.29,0.41,522,No,24,58262,24000,2,1
female,High School,4,RENT,MEDICAL,11.01,0.41,664,No,26,58620,24000,3,1
female,Master,0,RENT,EDUCATION,16.29,0.44,645,No,21,55113,24000,2,1
male,Bachelor,2,RENT,PERSONAL,10.74,0.38,592,No,25,63361,24000,2,1
female,Associate,4,MORTGAGE,EDUCATION,15.27,0.1,636,Yes,22,22107,2250,3,0
female,Bachelor,3,RENT,PERSONAL,17.8,0.42,672,No,24,57356,24000,2,1
female,Bachelor,0,MORTGAGE,VENTURE,11.36,0.05,686,Yes,22,21790,1000,2,0
female,High School,0,RENT,MEDICAL,17.56,0.4,590,No,22,59680,24000,4,1
female,Master,2,RENT,PERSONAL,7.9,0.33,636,No,26,72720,24000,4,1
female,High School,5,RENT,PERSONAL,10.99,0.33,580,No,25,73024,24000,4,1
male,Bachelor,0,RENT,PERSONAL,7.29,0.33,674,No,22,73110,24000,3,1
female,Associate,0,RENT,MEDICAL,10.75,0.33,601,No,21,72902,24000,2,1
female,High School,4,RENT,DEBTCONSOLIDATION,7.9,0.32,620,No,26,75416,24000,3,1
male,Master,0,RENT,EDUCATION,14.84,0.32,642,No,22,75959,24000,2,1
male,Associate,7,RENT,DEBTCONSOLIDATION,11.01,0.3,616,No,26,79222,24000,2,1
female,Associate,0,MORTGAGE,EDUCATION,11.01,0.23,588,No,22,21824,4975,3,1
male,High School,1,RENT,DEBTCONSOLIDATION,19.69,0.33,585,No,23,71875,24000,2,1
male,Bachelor,1,RENT,VENTURE,11.01,0.3,632,No,23,80313,24000,4,1
male,High School,5,RENT,VENTURE,14.96,0.33,556,No,24,72647,24000,4,1
male,Bachelor,4,RENT,EDUCATION,6.99,0.3,602,No,25,80492,24000,3,1
male,High School,0,RENT,PERSONAL,16.45,0.32,639,No,22,75646,24000,4,1
male,Associate,3,RENT,EDUCATION,10.99,0.28,603,No,24,85223,24000,4,1
male,Associate,2,RENT,DEBTCONSOLIDATION,10.99,0.27,689,No,23,89735,24000,2,1
male,High School,4,OWN,PERSONAL,7.9,0.13,672,No,22,22364,3000,4,1
female,Master,2,RENT,EDUCATION,12.69,0.26,499,No,22,90780,24000,4,1
male,Bachelor,1,RENT,MEDICAL,10.37,0.26,643,No,24,90889,24000,3,1
male,Bachelor,2,RENT,HOMEIMPROVEMENT,11.01,0.26,589,No,24,90911,24000,3,1
male,Master,2,RENT,DEBTCONSOLIDATION,15.83,0.29,646,No,26,83953,24000,3,1
male,Associate,1,RENT,PERSONAL,13.92,0.25,613,No,23,94644,24000,3,1
female,High School,0,OWN,VENTURE,11.49,0.09,567,No,22,22616,2000,3,0
female,Bachelor,4,RENT,MEDICAL,10.25,0.25,603,No,24,96989,24000,2,0
female,Associate,3,OWN,HOMEIMPROVEMENT,7.49,0.15,647,No,22,22867,3500,4,1
female,Master,1,OWN,EDUCATION,5.99,0.18,645,No,23,22583,4000,2,1
female,Bachelor,0,RENT,PERSONAL,12.92,0.26,672,No,23,90900,24000,2,1
female,Master,6,RENT,PERSONAL,11.58,0.22,648,No,26,107641,24000,3,0
male,High School,4,RENT,EDUCATION,8.9,0.21,653,No,25,114870,24000,2,0
male,Bachelor,0,RENT,DEBTCONSOLIDATION,19.69,0.24,590,No,22,100479,24000,3,1
female,Master,2,RENT,VENTURE,6.54,0.21,704,Yes,25,114958,24000,4,0
female,Master,0,OWN,HOMEIMPROVEMENT,14.54,0.21,674,No,21,22882,4900,4,1
female,Bachelor,0,OWN,EDUCATION,11.11,0.22,594,No,21,22392,5000,2,1
female,High School,5,RENT,PERSONAL,12.73,0.2,626,No,26,120498,24000,4,0
female,Master,2,RENT,VENTURE,15.62,0.18,701,Yes,24,132873,24000,4,0
male,Associate,3,OWN,HOMEIMPROVEMENT,6.54,0.28,602,No,24,22635,6250,4,1
female,Associate,0,RENT,DEBTCONSOLIDATION,11.01,0.2,503,No,22,118299,24000,2,1
female,Associate,5,RENT,DEBTCONSOLIDATION,20.0,0.19,657,No,26,125665,24000,4,1
female,High School,0,RENT,EDUCATION,9.91,0.17,638,No,22,144904,24000,4,0
female,Bachelor,2,RENT,VENTURE,12.69,0.17,646,Yes,24,144882,24000,4,0
male,Associate,4,RENT,EDUCATION,20.0,0.18,678,No,26,130649,24000,3,1
male,Master,4,RENT,PERSONAL,16.49,0.16,684,Yes,24,149622,24000,4,0
male,Bachelor,1,MORTGAGE,MEDICAL,15.95,0.11,594,No,23,22957,2500,2,1
male,Master,1,RENT,DEBTCONSOLIDATION,11.49,0.15,538,Yes,24,157225,24000,3,0
female,Bachelor,3,RENT,PERSONAL,10.99,0.15,662,No,25,163004,24000,2,0
male,High School,2,RENT,HOMEIMPROVEMENT,13.79,0.15,636,Yes,24,163035,24000,2,0
male,Master,0,RENT,MEDICAL,20.0,0.17,613,No,23,138731,24000,3,1
female,Associate,1,RENT,EDUCATION,7.49,0.13,573,Yes,23,180804,24000,4,0
male,Master,0,RENT,DEBTCONSOLIDATION,16.0,0.14,714,No,23,166378,24000,2,1
male,Associate,0,OWN,PERSONAL,7.88,0.57,640,No,24,22684,13000,3,1
male,Bachelor,0,OWN,VENTURE,10.62,0.28,637,No,21,22366,6250,4,1
female,High School,7,RENT,DEBTCONSOLIDATION,10.99,0.13,633,Yes,26,187161,24000,4,0
male,Bachelor,0,RENT,EDUCATION,18.3,0.13,615,No,26,178439,24000,2,1
male,Bachelor,2,RENT,DEBTCONSOLIDATION,11.01,0.12,552,Yes,26,204962,24000,2,0
male,Bachelor,0,OWN,PERSONAL,11.36,0.11,670,Yes,21,22673,2500,3,0
male,Associate,4,RENT,HOMEIMPROVEMENT,11.01,0.45,678,No,24,53633,23975,2,1
female,Master,2,RENT,MEDICAL,13.47,0.16,676,No,23,144983,23750,2,0
female,High School,2,RENT,PERSONAL,11.89,0.35,624,No,24,67032,23600,3,1
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,12.18,0.44,649,No,24,22664,10000,2,1
male,High School,0,RENT,DEBTCONSOLIDATION,13.49,0.19,555,Yes,25,123299,23600,4,0
female,Associate,0,RENT,PERSONAL,14.5,0.26,613,No,23,91275,23575,4,1
male,Bachelor,1,OWN,MEDICAL,11.01,0.18,684,No,22,22564,4000,2,1
male,Bachelor,0,OWN,MEDICAL,15.31,0.24,647,No,22,22786,5400,2,1
male,High School,4,MORTGAGE,MEDICAL,11.01,0.18,580,No,25,22450,4000,3,1
female,Bachelor,0,OWN,VENTURE,11.01,0.15,630,No,21,22666,3375,2,1
male,Bachelor,1,RENT,VENTURE,7.49,0.29,589,No,22,81701,23400,2,1
male,High School,0,RENT,PERSONAL,11.01,0.43,621,No,22,52984,23000,3,1
female,Master,1,RENT,EDUCATION,11.01,0.34,665,No,25,68579,23000,2,1
female,Bachelor,0,RENT,VENTURE,12.18,0.32,668,No,23,73014,23000,4,1
female,Bachelor,2,MORTGAGE,VENTURE,11.34,0.05,615,Yes,24,22608,1200,4,0
female,High School,2,RENT,EDUCATION,9.91,0.3,604,No,25,76932,23000,3,1
male,High School,1,RENT,HOMEIMPROVEMENT,11.99,0.29,620,No,24,78955,23000,4,1
male,Master,0,RENT,EDUCATION,9.62,0.28,558,No,23,82567,23000,2,1
male,Bachelor,0,OWN,DEBTCONSOLIDATION,9.96,0.13,603,No,22,22466,3000,3,1
male,Bachelor,2,RENT,VENTURE,11.01,0.24,683,Yes,25,97251,23000,2,0
male,Associate,1,RENT,VENTURE,14.54,0.22,641,No,24,106607,23000,2,1
male,Bachelor,0,RENT,MEDICAL,11.36,0.32,521,No,22,71385,22750,4,1
female,Bachelor,3,RENT,DEBTCONSOLIDATION,14.27,0.27,655,No,23,84865,22500,2,1
male,Bachelor,1,OWN,HOMEIMPROVEMENT,11.99,0.13,663,No,24,22789,3000,3,1
female,Bachelor,4,RENT,EDUCATION,18.99,0.27,605,No,26,84801,22500,2,1
male,Bachelor,4,RENT,VENTURE,16.7,0.25,708,No,24,88421,22400,4,1
male,High School,3,MORTGAGE,PERSONAL,9.32,0.22,571,No,24,23071,5000,3,1
male,Bachelor,1,RENT,DEBTCONSOLIDATION,12.69,0.52,678,No,23,43042,22250,3,1
female,High School,1,RENT,HOMEIMPROVEMENT,13.11,0.41,597,No,25,53119,22000,2,1
male,Bachelor,1,RENT,PERSONAL,10.74,0.35,689,No,25,63311,22000,2,1
male,Bachelor,0,MORTGAGE,PERSONAL,14.11,0.18,675,No,21,23597,4200,4,1
female,High School,1,RENT,EDUCATION,9.63,0.32,591,No,22,69308,22000,3,1
female,High School,5,RENT,MEDICAL,14.65,0.31,616,No,25,70598,22000,2,1
female,High School,0,RENT,DEBTCONSOLIDATION,10.25,0.3,640,No,23,73044,22000,4,1
male,Bachelor,0,RENT,VENTURE,14.26,0.3,593,No,24,73043,22000,2,1
female,Bachelor,4,MORTGAGE,EDUCATION,9.91,0.13,649,No,25,23627,3000,2,1
male,Bachelor,4,RENT,MEDICAL,17.19,0.32,645,No,26,68198,22000,3,1
female,High School,0,RENT,EDUCATION,11.36,0.26,537,No,22,85089,22000,4,1
female,Bachelor,0,RENT,EDUCATION,11.01,0.27,635,No,22,80358,22000,2,1
female,Bachelor,0,RENT,DEBTCONSOLIDATION,10.59,0.24,640,Yes,23,90025,22000,3,0
female,Master,2,RENT,EDUCATION,9.25,0.24,625,No,24,93232,22000,2,0
female,Master,0,OWN,MEDICAL,8.49,0.15,557,No,22,23497,3625,3,1
male,Associate,8,RENT,VENTURE,6.54,0.24,643,No,26,93314,22000,3,0
female,Associate,0,OWN,MEDICAL,8.49,0.25,631,No,21,23543,6000,3,1
male,Bachelor,0,RENT,MEDICAL,11.01,0.23,653,Yes,24,97038,22000,4,0
female,Associate,1,RENT,VENTURE,12.69,0.22,623,Yes,26,100246,22000,2,0
female,Bachelor,3,OWN,MEDICAL,13.85,0.31,662,No,24,23667,7400,2,1
male,Associate,2,OWN,DEBTCONSOLIDATION,7.4,0.17,667,No,25,23719,4000,3,1
male,High School,1,RENT,DEBTCONSOLIDATION,11.71,0.22,586,No,23,101575,22000,4,0
female,Master,3,RENT,PERSONAL,11.48,0.23,719,No,25,94168,22000,3,1
male,Master,1,RENT,EDUCATION,17.51,0.22,646,No,25,99394,22000,2,1
male,High School,0,MORTGAGE,DEBTCONSOLIDATION,14.61,0.15,646,No,21,23504,3500,3,1
male,Bachelor,3,RENT,DEBTCONSOLIDATION,7.88,0.18,646,No,23,120500,22000,4,0
female,Bachelor,1,RENT,PERSONAL,11.01,0.17,643,Yes,23,133195,22000,3,0
male,Bachelor,1,MORTGAGE,PERSONAL,11.71,0.2,594,No,22,24148,4950,2,1
male,Bachelor,1,RENT,PERSONAL,11.99,0.31,664,No,25,69353,21700,2,1
male,High School,0,RENT,VENTURE,13.49,0.33,605,No,24,65946,21600,2,1
female,High School,0,RENT,MEDICAL,20.0,0.31,646,No,23,68677,21600,4,1
female,Associate,3,RENT,DEBTCONSOLIDATION,14.35,0.28,655,No,26,76687,21600,3,1
female,Bachelor,0,RENT,PERSONAL,13.61,0.22,597,No,22,99087,21600,3,0
male,High School,0,RENT,DEBTCONSOLIDATION,11.26,0.23,679,No,22,94523,21600,3,1
female,High School,0,OWN,VENTURE,10.59,0.1,654,No,22,24092,2400,3,0
female,Bachelor,1,RENT,MEDICAL,7.9,0.16,556,No,24,135365,21600,2,0
male,Associate,2,MORTGAGE,HOMEIMPROVEMENT,5.99,0.29,694,No,24,24420,7000,4,1
male,High School,3,OWN,EDUCATION,11.99,0.13,587,No,25,23948,3000,4,1
female,Associate,2,RENT,MEDICAL,16.89,0.3,620,No,24,71718,21500,3,1
female,Master,0,RENT,HOMEIMPROVEMENT,9.99,0.25,701,No,24,84999,21500,3,1
female,High School,4,RENT,EDUCATION,15.33,0.15,572,Yes,24,140396,21500,3,0
male,High School,4,RENT,EDUCATION,7.29,0.29,671,No,25,73404,21450,4,1
male,High School,0,RENT,DEBTCONSOLIDATION,12.42,0.55,599,No,22,38473,21250,3,1
male,Associate,3,RENT,VENTURE,10.99,0.37,610,No,25,57546,21250,2,1
male,Bachelor,4,RENT,VENTURE,6.91,0.34,588,No,25,62422,21250,2,1
male,Bachelor,1,MORTGAGE,DEBTCONSOLIDATION,14.17,0.21,691,No,22,23993,5000,2,1
male,High School,0,RENT,MEDICAL,10.25,0.33,645,No,22,64732,21250,3,1
male,Associate,2,OWN,EDUCATION,11.01,0.39,618,No,26,23955,9250,2,1
male,Bachelor,2,RENT,VENTURE,15.95,0.31,672,No,24,68154,21250,3,1
female,Associate,2,RENT,EDUCATION,15.95,0.27,650,No,24,79138,21250,4,1
male,High School,0,RENT,VENTURE,12.53,0.49,687,No,21,42536,21000,4,1
male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,14.91,0.06,535,No,22,23888,1400,4,1
male,Associate,0,MORTGAGE,MEDICAL,11.01,0.12,604,No,23,24013,3000,4,1
female,Bachelor,6,RENT,MEDICAL,6.54,0.43,601,No,26,48929,21000,4,1
female,Associate,1,OWN,VENTURE,11.01,0.04,612,Yes,25,24121,1000,3,0
male,Bachelor,5,RENT,MEDICAL,17.26,0.41,666,No,26,51379,21000,4,1
male,High School,0,RENT,MEDICAL,11.36,0.27,645,No,23,76364,21000,2,1
male,Bachelor,3,MORTGAGE,VENTURE,7.51,0.16,678,No,26,24297,4000,4,1
female,Bachelor,0,RENT,PERSONAL,10.71,0.29,644,No,22,71599,21000,3,1
male,Associate,1,RENT,PERSONAL,13.98,0.25,614,Yes,22,85496,21000,4,0
female,Associate,3,RENT,DEBTCONSOLIDATION,14.09,0.27,627,No,26,79163,21000,3,1
male,Master,0,RENT,EDUCATION,10.0,0.23,523,Yes,22,90944,21000,3,0
female,Master,0,MORTGAGE,MEDICAL,15.33,0.21,571,No,22,23973,5000,3,1
female,High School,4,RENT,MEDICAL,16.32,0.28,546,No,25,75181,21000,4,1
female,Associate,2,RENT,HOMEIMPROVEMENT,7.9,0.22,640,No,24,95767,21000,2,0
female,Master,1,RENT,MEDICAL,11.99,0.22,648,Yes,23,96788,21000,3,0
male,High School,2,RENT,MEDICAL,10.75,0.21,593,No,24,101708,21000,4,0
male,Associate,4,RENT,HOMEIMPROVEMENT,13.92,0.2,658,Yes,26,103023,21000,3,0
male,Bachelor,2,RENT,EDUCATION,9.91,0.19,701,No,22,113027,21000,3,0
female,Bachelor,4,RENT,EDUCATION,16.95,0.21,702,No,26,98366,21000,3,1
male,Associate,0,RENT,EDUCATION,7.9,0.18,711,Yes,26,117668,21000,3,0
male,Bachelor,4,RENT,EDUCATION,11.01,0.18,570,Yes,26,117297,21000,3,0
female,Associate,4,RENT,PERSONAL,16.49,0.17,637,No,25,120885,21000,3,1
female,Associate,5,OTHER,PERSONAL,11.97,0.31,621,No,26,24183,7500,2,1
male,High School,1,MORTGAGE,DEBTCONSOLIDATION,6.17,0.26,637,No,21,23664,6250,3,1
male,Associate,7,RENT,HOMEIMPROVEMENT,8.9,0.14,534,No,26,150692,21000,2,0
female,High School,2,RENT,EDUCATION,12.99,0.14,577,Yes,25,151100,21000,3,0
male,Bachelor,1,RENT,PERSONAL,12.69,0.21,638,No,23,99197,20900,2,0
female,Associate,0,MORTGAGE,EDUCATION,9.64,0.61,548,No,21,24468,15000,2,1
female,High School,2,RENT,VENTURE,7.49,0.34,676,No,26,61015,20500,3,1
male,Associate,0,RENT,EDUCATION,13.16,0.24,641,No,23,84845,20500,3,0
female,Associate,0,OWN,EDUCATION,8.38,0.08,630,Yes,22,24872,2100,4,0
male,Bachelor,0,RENT,PERSONAL,7.49,0.31,518,No,23,65613,20375,2,1
male,High School,4,RENT,EDUCATION,9.76,0.62,652,No,26,32325,20050,2,1
female,Associate,0,RENT,DEBTCONSOLIDATION,10.99,0.49,600,No,24,40881,20000,3,1
male,Associate,0,OWN,PERSONAL,11.71,0.2,649,No,23,24766,5000,4,0
female,Associate,0,OWN,PERSONAL,10.65,0.37,576,Yes,22,24995,9250,4,0
male,Master,0,RENT,MEDICAL,12.53,0.46,600,No,24,43287,20000,4,1
male,Bachelor,2,RENT,MEDICAL,14.59,0.43,654,No,25,46375,20000,4,1
female,High School,0,RENT,DEBTCONSOLIDATION,12.61,0.51,593,No,23,39416,20000,4,1
male,Associate,2,RENT,MEDICAL,13.11,0.43,614,No,25,46636,20000,2,1
male,Associate,0,MORTGAGE,MEDICAL,10.65,0.25,638,No,23,25168,6400,4,0
male,Bachelor,3,RENT,PERSONAL,11.22,0.42,633,No,25,47473,20000,4,1
female,High School,0,RENT,EDUCATION,16.0,0.49,649,No,23,40632,20000,2,1
female,Associate,2,RENT,HOMEIMPROVEMENT,8.88,0.48,591,No,25,41468,20000,4,1
male,High School,2,RENT,PERSONAL,12.53,0.41,656,No,24,48897,20000,3,1
male,Bachelor,0,RENT,MEDICAL,11.01,0.45,637,No,21,44226,20000,2,1
male,Bachelor,3,MORTGAGE,MEDICAL,5.99,0.19,682,Yes,26,25012,4800,3,0
male,Associate,4,RENT,EDUCATION,13.47,0.39,645,No,25,51210,20000,4,1
male,High School,1,RENT,VENTURE,6.99,0.39,602,No,22,51305,20000,4,1
male,Bachelor,3,OWN,PERSONAL,15.99,0.22,637,Yes,25,25295,5650,2,0
female,Associate,0,MORTGAGE,EDUCATION,11.01,0.15,662,Yes,23,24930,3625,3,0
male,High School,0,RENT,DEBTCONSOLIDATION,16.69,0.44,447,No,22,45716,20000,3,1
male,Bachelor,3,RENT,MEDICAL,11.11,0.43,636,No,25,46683,20000,4,1
female,Associate,0,RENT,EDUCATION,7.9,0.36,631,No,22,54870,20000,4,1
male,Associate,3,RENT,PERSONAL,10.25,0.36,632,No,23,55291,20000,2,1
